image1,image2,predicted_label,true_label,similarity
dataset/Task_B/val/Hank_Aaron/Hank_Aaron_0001.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_resized.jpg,1,1,0.9973231554031372
dataset/Task_B/val/Hank_Aaron/Hank_Aaron_0001.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_noisy.jpg,1,1,0.9289398193359375
dataset/Task_B/val/Hank_Aaron/Hank_Aaron_0001.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_sunny.jpg,1,1,0.647973895072937
dataset/Task_B/val/Hank_Aaron/Hank_Aaron_0001.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_blurred.jpg,1,1,0.956226110458374
dataset/Task_B/val/Hank_Aaron/Hank_Aaron_0001.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_lowlight.jpg,1,1,0.9383317828178406
dataset/Task_B/val/Hank_Aaron/Hank_Aaron_0001.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_foggy.jpg,1,1,0.8253031969070435
dataset/Task_B/val/Hank_Aaron/Hank_Aaron_0001.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_rainy.jpg,1,1,0.9410066604614258
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_resized.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_noisy.jpg,1,1,0.9403543472290039
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_resized.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_sunny.jpg,1,1,0.6496490836143494
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_resized.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_blurred.jpg,1,1,0.9653928279876709
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_resized.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_lowlight.jpg,1,1,0.939726710319519
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_resized.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_foggy.jpg,1,1,0.8209459781646729
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_resized.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_rainy.jpg,1,1,0.941244900226593
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_noisy.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_sunny.jpg,1,1,0.6656728386878967
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_noisy.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_blurred.jpg,1,1,0.9446494579315186
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_noisy.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_lowlight.jpg,1,1,0.9191040396690369
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_noisy.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_foggy.jpg,1,1,0.8219709396362305
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_noisy.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_rainy.jpg,1,1,0.9251083135604858
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_sunny.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_blurred.jpg,1,1,0.7144590020179749
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_sunny.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_lowlight.jpg,1,1,0.6860741972923279
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_sunny.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_foggy.jpg,1,1,0.7252269983291626
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_sunny.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_rainy.jpg,1,1,0.7176817655563354
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_blurred.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_lowlight.jpg,1,1,0.94618159532547
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_blurred.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_foggy.jpg,1,1,0.8447599411010742
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_blurred.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_rainy.jpg,1,1,0.9484971761703491
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_lowlight.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_foggy.jpg,1,1,0.8459591865539551
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_lowlight.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_rainy.jpg,1,1,0.950127363204956
dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_foggy.jpg,dataset/Task_B/val/Hank_Aaron/distortion/Hank_Aaron_0001_rainy.jpg,1,1,0.8612846732139587
dataset/Task_B/val/052_frontal/052_frontal.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_sunny.jpg,1,1,0.7721843123435974
dataset/Task_B/val/052_frontal/052_frontal.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_foggy.jpg,1,1,0.91893070936203
dataset/Task_B/val/052_frontal/052_frontal.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_rainy.jpg,1,1,0.8997906446456909
dataset/Task_B/val/052_frontal/052_frontal.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_resized.jpg,1,1,0.9993202686309814
dataset/Task_B/val/052_frontal/052_frontal.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_lowlight.jpg,1,1,0.9314008355140686
dataset/Task_B/val/052_frontal/052_frontal.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_blurred.jpg,1,1,0.9963153600692749
dataset/Task_B/val/052_frontal/052_frontal.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_noisy.jpg,1,1,0.8951072692871094
dataset/Task_B/val/052_frontal/distortion/052_frontal_sunny.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_foggy.jpg,1,1,0.7495086193084717
dataset/Task_B/val/052_frontal/distortion/052_frontal_sunny.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_rainy.jpg,1,1,0.6718490719795227
dataset/Task_B/val/052_frontal/distortion/052_frontal_sunny.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_resized.jpg,1,1,0.7784377336502075
dataset/Task_B/val/052_frontal/distortion/052_frontal_sunny.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_lowlight.jpg,1,1,0.7060139775276184
dataset/Task_B/val/052_frontal/distortion/052_frontal_sunny.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_blurred.jpg,1,1,0.7906057238578796
dataset/Task_B/val/052_frontal/distortion/052_frontal_sunny.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_noisy.jpg,1,1,0.7061511278152466
dataset/Task_B/val/052_frontal/distortion/052_frontal_foggy.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_rainy.jpg,1,1,0.8902201056480408
dataset/Task_B/val/052_frontal/distortion/052_frontal_foggy.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_resized.jpg,1,1,0.9198645949363708
dataset/Task_B/val/052_frontal/distortion/052_frontal_foggy.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_lowlight.jpg,1,1,0.9144260287284851
dataset/Task_B/val/052_frontal/distortion/052_frontal_foggy.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_blurred.jpg,1,1,0.9192333221435547
dataset/Task_B/val/052_frontal/distortion/052_frontal_foggy.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_noisy.jpg,1,1,0.8941746354103088
dataset/Task_B/val/052_frontal/distortion/052_frontal_rainy.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_resized.jpg,1,1,0.8958355188369751
dataset/Task_B/val/052_frontal/distortion/052_frontal_rainy.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_lowlight.jpg,1,1,0.879207968711853
dataset/Task_B/val/052_frontal/distortion/052_frontal_rainy.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_blurred.jpg,1,1,0.8932535648345947
dataset/Task_B/val/052_frontal/distortion/052_frontal_rainy.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_noisy.jpg,1,1,0.9620827436447144
dataset/Task_B/val/052_frontal/distortion/052_frontal_resized.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_lowlight.jpg,1,1,0.9337446689605713
dataset/Task_B/val/052_frontal/distortion/052_frontal_resized.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_blurred.jpg,1,1,0.9983270168304443
dataset/Task_B/val/052_frontal/distortion/052_frontal_resized.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_noisy.jpg,1,1,0.8918131589889526
dataset/Task_B/val/052_frontal/distortion/052_frontal_lowlight.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_blurred.jpg,1,1,0.9347755908966064
dataset/Task_B/val/052_frontal/distortion/052_frontal_lowlight.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_noisy.jpg,1,1,0.8705003261566162
dataset/Task_B/val/052_frontal/distortion/052_frontal_blurred.jpg,dataset/Task_B/val/052_frontal/distortion/052_frontal_noisy.jpg,1,1,0.890964925289154
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,0,1,0.44843029975891113
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,1,1,0.9410618543624878
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,1,1,0.9217439889907837
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,1,1,0.7036716938018799
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,1,1,0.9405323266983032
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,0,1,0.4279000163078308
